Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET
2019-11-8,Faria Lima,-23.5675,-46.6929,54033,86,22,59,9,32,16,10,38,NORMAL
2018-9-26,Barra Funda,-23.5542,-46.6707,150457,62,35,65,12,28,8,11,43,NORMAL
2018-6-9,Pinheiros,-23.5664,-46703,76124,2,16,29,3,43,16,7,32,REABASTECER
2018-12-21,Brás,-23.5451,-46.6162,74069,18,9,65,43,7,14,32,43,NORMAL
2019-4-27,Barra Funda,-23.5542,-46.6707,150150,10,17,61,40,5,7,9,6,NORMAL
2018-9-11,Pinheiros,-23.5664,-46703,78457,47,43,19,37,31,38,35,4,NORMAL
2019-9-23,Barra Funda,-23.5542,-46.6707,149192,86,65,45,12,37,16,28,7,NORMAL
2019-6-26,Brás,-23.5451,-46.6162,73068,76,41,37,43,21,8,11,20,NORMAL
2019-7-4,Brás,-23.5451,-46.6162,71123,86,60,49,13,31,20,21,30,NORMAL
2019-10-14,Barra Funda,-23.5542,-46.6707,147497,62,65,33,26,7,41,35,9,NORMAL
2019-2-27,Pinheiros,-23.5664,-46703,79178,56,10,53,14,14,16,15,8,NORMAL
2019-12-5,Barra Funda,-23.5542,-46.6707,149486,40,37,47,8,5,21,40,12,REABASTECER
2019-12-7,Barra Funda,-23.5542,-46.6707,150723,20,19,31,43,41,14,35,43,NORMAL
2018-1-13,Tatuapé,-23.5402,-46.5765,67835,53,48,49,17,31,8,37,43,NORMAL
2019-5-5,Pinheiros,-23.5664,-46703,77520,79,18,21,13,43,9,9,43,NORMAL
2018-2-1,Tatuapé,-23.5402,-46.5765,70472,45,65,48,16,38,8,40,8,NORMAL
2018-2-2,Barra Funda,-23.5542,-46.6707,147612,34,16,61,41,38,19,6,4,REABASTECER
2018-2-30,Barra Funda,-23.5542,-46.6707,150544,10,47,55,43,9,42,11,21,NORMAL
2018-3-12,Barra Funda,-23.5542,-46.6707,149689,68,40,34,13,2,11,2,16,REABASTECER
2018-5-29,Tatuapé,-23.5402,-46.5765,70622,33,59,65,34,37,25,41,22,NORMAL
2019-11-5,Pinheiros,-23.5664,-46703,77295,3,37,20,28,38,21,22,38,REABASTECER
2019-11-16,Pinheiros,-23.5664,-46703,79554,86,34,11,38,26,27,28,41,NORMAL
2018-8-7,Tatuapé,-23.5402,-46.5765,69376,53,30,33,28,13,34,26,25,NORMAL
2018-7-12,Barra Funda,-23.5542,-46.6707,150683,8,34,30,22,43,34,16,43,NORMAL
2018-8-5,Barra Funda,-23.5542,-46.6707,146799,44,41,6,35,25,3,37,41,REABASTECER
2018-3-14,Butantã,-23.5844,-46.7252,65953,57,20,17,4,22,38,43,2,REABASTECER
2019-2-11,Tatuapé,-23.5402,-46.5765,69498,86,39,1,9,39,38,17,7,REABASTECER
2019-4-21,Tatuapé,-23.5402,-46.5765,70565,74,51,61,43,6,41,14,43,REABASTECER
2019-5-2,Barra Funda,-23.5542,-46.6707,150457,49,57,24,33,26,40,34,23,NORMAL
2019-5-22,Barra Funda,-23.5542,-46.6707,148426,27,6,12,9,41,17,41,28,NORMAL
2019-8-6,Tatuapé,-23.5402,-46.5765,68279,78,44,23,3,16,23,8,43,REABASTECER
2019-6-28,Barra Funda,-23.5542,-46.6707,149139,48,42,18,22,16,34,22,5,REABASTECER
2019-7-5,Barra Funda,-23.5542,-46.6707,147400,71,65,35,42,28,9,37,21,NORMAL
2019-8-23,Barra Funda,-23.5542,-46.6707,148202,44,39,37,31,34,14,14,13,NORMAL
2018-9-4,Brooklin,-23.6263,-46.6878,26572,70,54,23,16,24,26,5,24,REABASTECER
2018-7-27,Fradique Coutinho,-23.5661,-46.6841,33696,70,7,20,25,20,21,40,15,REABASTECER
2018-10-20,Brooklin,-23.6263,-46.6878,29134,57,41,42,37,12,34,37,5,NORMAL
2019-2-19,Fradique Coutinho,-23.5661,-46.6841,35216,44,53,48,19,30,7,43,29,NORMAL
2019-4-2,Fradique Coutinho,-23.5661,-46.6841,33454,48,57,10,9,43,37,33,43,NORMAL
2019-10-10,Fradique Coutinho,-23.5661,-46.6841,35292,41,55,18,27,25,7,28,24,NORMAL
2019-10-20,Fradique Coutinho,-23.5661,-46.6841,34880,23,65,18,37,30,20,36,28,NORMAL
2019-12-20,Brooklin,-23.6263,-46.6878,27028,86,21,5,15,12,13,4,19,REABASTECER
2018-2-7,Campo Belo,-23.6188,-46.6823,23543,73,5,34,22,39,28,22,30,REABASTECER
2018-1-8,Luz,-23.5365,-46.6332,124806,15,10,10,29,10,25,14,13,NORMAL
2018-3-25,Campo Belo,-23.6188,-46.6823,25420,30,20,25,10,18,19,35,14,NORMAL
2018-3-18,Luz,-23.5365,-46.6332,124410,12,41,56,30,10,43,31,34,NORMAL
2018-4-13,Luz,-23.5365,-46.6332,127629,1,26,22,32,37,14,15,26,NORMAL
2019-2-3,Luz,-23.5365,-46.6332,126351,8,27,43,35,19,12,7,10,NORMAL
2019-6-2,Campo Belo,-23.6188,-46.6823,26599,36,55,46,31,26,24,2,4,NORMAL
2019-6-17,Campo Belo,-23.6188,-46.6823,23823,57,26,7,26,7,19,30,34,NORMAL
2019-5-7,Luz,-23.5365,-46.6332,126688,45,48,61,14,38,24,27,8,NORMAL
2019-6-28,Luz,-23.5365,-46.6332,127878,77,12,55,40,6,16,31,14,NORMAL
2019-12-2,Luz,-23.5365,-46.6332,124837,54,15,43,43,11,5,29,7,REABASTECER
2018-4-14,Eucaliptos,-23.61,-46.6686,22881,34,39,32,23,14,39,11,13,NORMAL
2018-3-6,Ana Rosa,-23.5813,-46.6383,64073,77,36,9,21,26,32,32,8,NORMAL
2018-3-25,Ana Rosa,-23.5813,-46.6383,63932,52,48,6,10,25,25,39,13,REABASTECER
2018-6-4,Eucaliptos,-23.61,-46.6686,21672,62,47,17,35,20,43,29,20,NORMAL
2018-5-24,Ana Rosa,-23.5813,-46.6383,65814,60,12,65,43,23,15,20,43,NORMAL
2018-10-28,Ana Rosa,-23.5813,-46.6383,64096,86,38,30,14,6,31,3,24,NORMAL
2019-2-13,Ana Rosa,-23.5813,-46.6383,66789,1,16,34,2,35,1,35,33,NORMAL
2019-4-17,Eucaliptos,-23.61,-46.6686,22482,39,39,17,13,20,4,43,28,REABASTECER
2019-4-18,Eucaliptos,-23.61,-46.6686,22613,27,32,12,10,14,43,38,23,NORMAL
2019-6-6,Ana Rosa,-23.5813,-46.6383,66129,49,11,48,2,23,8,7,6,REABASTECER
2019-9-22,Ana Rosa,-23.5813,-46.6383,65030,77,21,19,23,27,35,15,31,NORMAL
2018-1-1,São Joaquim,-23.5618,-46.6389,33932,86,65,65,43,43,43,43,43,NORMAL
2018-4-29,Moema,-23.5489,-46.6388,18482,68,18,65,27,30,21,32,41,NORMAL
2018-3-20,São Joaquim,-23.5618,-46.6389,35005,18,27,24,26,32,43,24,39,NORMAL
2018-9-22,São Joaquim,-23.5618,-46.6389,34640,10,65,56,11,39,12,14,17,NORMAL
2019-9-19,Hospital São Paulo,-23.5984,-46.6455,24319,78,16,65,9,31,6,17,5,REABASTECER
2019-12-3,Hospital São Paulo,-23.5984,-46.6455,27331,21,57,44,20,34,15,15,43,NORMAL
2018-12-24,São Joaquim,-23.5618,-46.6389,35569,26,13,23,16,34,43,23,31,NORMAL
2019-6-11,São Joaquim,-23.5618,-46.6389,36217,40,43,29,11,43,19,32,30,NORMAL
2019-8-29,São Joaquim,-23.5618,-46.6389,35392,70,38,45,23,37,43,17,26,NORMAL
2018-8-28,Paraíso,-23.57677,-46.63933,70858,9,58,57,33,20,43,43,30,REABASTECER
2019-9-21,São Joaquim,-23.5618,-46.6389,32694,41,30,20,39,16,26,9,25,NORMAL
2018-10-22,Paraíso,-23.57677,-46.63933,70744,56,13,23,38,14,42,43,26,NORMAL
2018-10-25,Paraíso,-23.57677,-46.63933,73307,29,60,65,23,43,37,30,12,NORMAL
2019-11-27,São Joaquim,-23.5618,-46.6389,35228,13,19,57,4,20,29,28,43,NORMAL
2018-6-9,São Judas,-23.6255,-46.6411,15338,32,24,30,26,11,42,40,24,NORMAL
2019-5-14,Paraíso,-23.57677,-46.63933,73997,28,30,4,32,43,33,7,27,REABASTECER
2018-5-21,São Judas,-23.6255,-46.6411,15781,44,65,38,41,43,43,19,14,NORMAL
2018-6-21,São Judas,-23.6255,-46.6411,16755,14,21,22,18,4,6,43,21,REABASTECER
2018-11-12,São Judas,-23.6255,-46.6411,14193,11,7,21,11,15,29,3,8,REABASTECER
2018-3-18,Brigadeiro,-23.5683,-46.6482,48495,30,62,37,40,33,34,31,10,NORMAL
2019-8-21,São Judas,-23.6255,-46.6411,16443,65,12,34,33,43,38,36,5,NORMAL
2019-10-18,São Judas,-23.6255,-46.6411,16251,13,57,15,31,19,10,23,24,NORMAL
2019-12-16,São Judas,-23.6255,-46.6411,14683,51,41,30,38,10,15,43,6,NORMAL
2019-12-23,São Judas,-23.6255,-46.6411,14323,66,6,42,15,25,43,22,10,REABASTECER
2018-2-19,Vila Mariana,-23.5895,-46.6346,24470,53,39,59,23,38,29,26,15,NORMAL
2018-3-24,Vila Mariana,-23.5895,-46.6346,21453,68,18,12,43,22,30,22,13,NORMAL
2019-7-11,Brigadeiro,-23.5683,-46.6482,49826,8,58,59,6,11,11,18,38,REABASTECER
2019-12-4,Paraíso,-23.57677,-46.63933,72872,25,7,58,24,43,30,3,23,REABASTECER
2018-4-28,Brigadeiro,-23.5683,-46.6482,49773,64,23,65,43,29,11,43,13,NORMAL
2018-5-3,Brigadeiro,-23.5683,-46.6482,47103,20,65,32,33,6,43,23,39,REABASTECER
2018-7-1,Brigadeiro,-23.5683,-46.6482,46175,38,37,14,23,18,11,3,24,REABASTECER
2018-11-23,Brigadeiro,-23.5683,-46.6482,46668,64,46,30,6,21,31,16,43,REABASTECER
2019-1-11,Brigadeiro,-23.5683,-46.6482,49695,35,65,28,33,11,21,43,36,NORMAL
2018-9-6,Brigadeiro,-23.5683,-46.6482,47787,36,16,34,33,38,39,41,39,NORMAL
2019-6-28,Barra Funda,-23.5542,-46.6707,149139,48,42,18,22,16,34,22,5,REABASTECER
2019-8-17,Barra Funda,-23.5542,-46.6707,149685,14,4,13,10,21,33,34,33,REABASTECER
2019-9-29,Barra Funda,-23.5542,-46.6707,148828,39,34,0,33,19,42,8,25,NORMAL
2019-8-9,Brigadeiro,-23.5683,-46.6482,48807,86,25,65,6,20,13,30,19,NORMAL
2018-1-7,Tatuapé,-23.5402,-46.5765,70746,26,19,28,34,17,20,20,24,NORMAL
2019-10-20,Brigadeiro,-23.5683,-46.6482,49317,75,19,43,28,43,11,22,33,NORMAL
2018-5-5,Tatuapé,-23.5402,-46.5765,70045,86,65,41,37,8,15,39,8,NORMAL
2018-10-16,Tatuapé,-23.5402,-46.5765,68867,7,11,65,24,29,23,33,12,REABASTECER
2018-9-8,Trianon-Masp,-23.5634,-46.6544,42084,7,14,23,38,8,4,17,21,NORMAL
2019-6-22,Tatuapé,-23.5402,-46.5765,70585,68,40,16,20,10,24,6,43,REABASTECER
2019-9-26,Tatuapé,-23.5402,-46.5765,68639,55,43,23,18,25,10,9,16,NORMAL
2019-8-2,Trianon-Masp,-23.5634,-46.6544,42433,39,16,26,12,17,16,10,21,NORMAL
2018-1-11,República,-23.5436,-46.6434,111050,86,65,65,16,6,14,3,3,NORMAL
2019-6-26,Trianon-Masp,-23.5634,-46.6544,42773,42,40,14,27,30,37,27,38,NORMAL
2019-11-11,Trianon-Masp,-23.5634,-46.6544,45847,23,10,56,19,2,30,33,19,REABASTECER
2018-9-3,República,-23.5436,-46.6434,107097,38,15,47,43,17,28,40,38,NORMAL
2018-10-16,Consolação,-23.5581,-46.6606,112897,44,60,42,13,39,43,14,43,NORMAL
2018-12-15,Consolação,-23.5581,-46.6606,111875,66,53,46,42,14,32,35,36,NORMAL
2019-4-15,República,-23.5436,-46.6434,110050,41,63,24,24,17,43,16,30,NORMAL
2019-12-22,República,-23.5436,-46.6434,107508,54,27,11,16,30,43,7,43,NORMAL
2018-2-18,Higienópolis-Mackenzie,-23.5488,-46.6519,90408,43,43,58,27,34,8,27,17,NORMAL
2018-6-20,Tamanduateí,-23.5929,-46.5897,52623,54,19,22,28,4,12,23,15,NORMAL
2019-2-23,Higienópolis-Mackenzie,-23.5488,-46.6519,91471,79,40,47,6,26,16,10,35,NORMAL
2018-6-15,Tamanduateí,-23.5929,-46.5897,52292,17,48,56,41,19,28,43,37,NORMAL
2019-6-20,Tamanduateí,-23.5929,-46.5897,50052,86,20,10,40,6,32,7,35,NORMAL
2019-2-30,Tamanduateí,-23.5929,-46.5897,51611,53,54,19,15,29,26,17,23,NORMAL
2018-6-19,Faria Lima,-23.5675,-46.6929,53840,19,12,65,35,35,43,15,11,NORMAL
2018-8-17,Sé,-23.55,-46.6333,193419,56,36,65,33,17,30,32,2,REABASTECER
2018-3-21,Sé,-23.55,-46.6333,195061,65,43,55,7,35,23,33,22,NORMAL
2018-3-22,Sé,-23.55,-46.6333,194054,57,40,46,1,31,21,28,16,REABASTECER
2019-2-29,Sé,-23.55,-46.6333,193752,46,43,36,28,5,30,22,37,REABASTECER
2019-7-6,Faria Lima,-23.5675,-46.6929,54023,37,37,65,15,14,31,13,25,NORMAL
2019-9-11,Sé,-23.55,-46.6333,192884,52,17,48,35,22,28,43,16,NORMAL
2018-3-30,Pinheiros,-23.5664,-46703,76254,64,45,44,21,33,35,16,8,NORMAL
2019-12-10,Sé,-23.55,-46.6333,191506,69,57,18,26,25,39,20,34,NORMAL
2019-6-2,Sé,-23.55,-46.6333,191694,75,4,17,41,38,8,33,33,REABASTECER
2019-12-22,Sé,-23.55,-46.6333,193333,33,48,2,41,17,43,15,32,REABASTECER
2018-1-8,Faria Lima,-23.5675,-46.6929,53597,19,26,13,21,12,24,15,15,NORMAL
2019-8-26,Sé,-23.55,-46.6333,193903,42,29,10,23,32,24,20,34,NORMAL
2018-8-22,Sé,-23.55,-46.6333,194364,86,8,23,20,39,14,16,31,REABASTECER
2018-7-9,Faria Lima,-23.5675,-46.6929,53325,11,38,57,21,40,33,22,24,NORMAL
2018-3-3,Brás,-23.5451,-46.6162,71000,58,43,31,29,11,15,8,37,NORMAL
2018-11-19,Faria Lima,-23.5675,-46.6929,52172,40,58,7,16,24,24,41,17,REABASTECER
2018-12-5,Faria Lima,-23.5675,-46.6929,51449,64,31,22,19,43,16,26,43,NORMAL
2019-1-9,Faria Lima,-23.5675,-46.6929,54946,86,29,52,33,40,11,15,32,NORMAL
2018-11-16,Brás,-23.5451,-46.6162,73721,11,9,49,38,26,12,6,10,NORMAL
2018-11-18,Brás,-23.5451,-46.6162,70544,79,58,35,33,14,7,39,4,REABASTECER
2018-12-8,Brás,-23.5451,-46.6162,72878,58,16,32,43,17,28,43,13,NORMAL
2019-9-27,Sé,-23.55,-46.6333,192231,57,2,65,25,9,8,21,31,NORMAL
2019-11-12,Faria Lima,-23.5675,-46.6929,53239,45,62,31,43,17,41,38,23,NORMAL
2018-3-24,Brás,-23.5451,-46.6162,71771,21,51,16,37,16,41,5,43,NORMAL
2019-11-6,Brás,-23.5451,-46.6162,71276,75,4,49,32,13,16,2,25,REABASTECER
2019-11-10,Brás,-23.5451,-46.6162,73845,35,51,26,19,37,4,29,3,REABASTECER
2018-8-1,Brás,-23.5451,-46.6162,72135,19,35,22,28,43,43,3,25,REABASTECER
2019-12-26,Brás,-23.5451,-46.6162,72446,18,23,2,11,41,8,29,31,REABASTECER
2018-9-22,Pinheiros,-23.5664,-46703,79062,29,35,12,43,29,37,32,37,NORMAL
2019-2-19,Pinheiros,-23.5664,-46703,76885,43,55,40,42,7,43,43,37,NORMAL
2019-6-9,Pinheiros,-23.5664,-46703,77460,86,29,50,43,6,37,34,34,REABASTECER
2018-12-18,Barra Funda,-23.5542,-46.6707,147312,56,32,49,30,15,42,12,16,NORMAL
2019-9-7,Pinheiros,-23.5664,-46703,79764,26,60,25,2,18,14,38,37,REABASTECER
2019-10-3,Pinheiros,-23.5664,-46703,78359,47,44,34,5,41,20,24,19,REABASTECER
2019-4-2,Barra Funda,-23.5542,-46.6707,148376,86,50,39,24,10,23,17,19,NORMAL
2019-7-25,Barra Funda,-23.5542,-46.6707,150490,51,17,32,34,27,43,43,34,NORMAL
2019-8-9,Barra Funda,-23.5542,-46.6707,149011,6,57,8,40,10,10,29,18,NORMAL
2018-3-11,Butantã,-23.5844,-46.7252,65473,86,43,41,16,37,43,14,19,NORMAL
2018-3-23,Butantã,-23.5844,-46.7252,65221,58,26,20,18,29,15,11,9,NORMAL
2019-9-13,Barra Funda,-23.5542,-46.6707,149461,3,51,50,31,40,43,23,7,REABASTECER
2018-7-29,Barra Funda,-23.5542,-46.6707,150012,13,17,48,9,12,17,24,27,NORMAL
2018-5-30,Butantã,-23.5844,-46.7252,66062,18,59,50,25,6,34,9,43,NORMAL
2019-11-30,Barra Funda,-23.5542,-46.6707,149225,9,65,23,19,27,36,16,33,REABASTECER
2018-9-6,Butantã,-23.5844,-46.7252,65156,76,25,10,12,14,32,17,5,REABASTECER
2018-10-16,Butantã,-23.5844,-46.7252,64578,18,65,58,16,29,33,20,30,NORMAL
2019-4-12,Barra Funda,-23.5542,-46.6707,147814,71,55,36,7,19,31,22,17,NORMAL
2019-3-12,Butantã,-23.5844,-46.7252,67736,79,40,44,43,28,19,18,37,NORMAL
2018-9-21,Tatuapé,-23.5402,-46.5765,67518,61,38,65,15,6,15,43,19,NORMAL
2019-7-7,Butantã,-23.5844,-46.7252,65008,13,33,11,14,33,9,27,8,NORMAL
2019-8-29,Butantã,-23.5844,-46.7252,64001,26,63,38,29,40,35,28,14,NORMAL
2019-2-10,Tatuapé,-23.5402,-46.5765,70996,7,44,11,11,43,40,19,12,REABASTECER
2019-9-23,Butantã,-23.5844,-46.7252,64658,43,59,4,20,10,37,27,43,NORMAL
2019-11-29,Barra Funda,-23.5542,-46.6707,147584,18,9,27,20,32,40,18,37,REABASTECER
2019-3-1,Tatuapé,-23.5402,-46.5765,70502,40,49,3,26,43,17,21,16,REABASTECER
2018-3-11,Fradique Coutinho,-23.5661,-46.6841,35786,6,9,29,25,15,19,12,34,REABASTECER
2018-6-5,Tatuapé,-23.5402,-46.5765,70062,62,17,17,19,15,1,14,39,NORMAL
2019-9-25,Tatuapé,-23.5402,-46.5765,69183,67,52,28,22,28,11,14,21,NORMAL
2019-3-9,Fradique Coutinho,-23.5661,-46.6841,33975,19,60,36,32,41,40,43,43,NORMAL
2018-8-21,República,-23.5436,-46.6434,108942,69,11,65,33,18,26,43,41,NORMAL
2019-6-8,Tatuapé,-23.5402,-46.5765,67852,37,55,46,18,25,27,7,12,NORMAL
2019-6-21,Tatuapé,-23.5402,-46.5765,67922,77,46,24,20,15,26,11,3,NORMAL
2019-4-29,Fradique Coutinho,-23.5661,-46.6841,35863,47,47,45,27,16,32,17,21,NORMAL
2019-6-2,Fradique Coutinho,-23.5661,-46.6841,35588,77,45,13,6,13,35,11,30,NORMAL
2019-9-5,Tatuapé,-23.5402,-46.5765,68658,73,61,36,30,23,13,14,18,NORMAL
2019-1-5,República,-23.5436,-46.6434,110355,70,27,54,43,43,11,21,33,NORMAL
2018-3-18,Luz,-23.5365,-46.6332,124410,12,41,56,30,10,43,31,34,NORMAL
2018-6-7,República,-23.5436,-46.6434,110492,24,17,61,29,22,9,43,17,NORMAL
2018-6-29,República,-23.5436,-46.6434,109519,69,65,44,11,18,22,43,16,NORMAL
2019-10-22,República,-23.5436,-46.6434,110456,6,42,55,17,37,41,31,37,REABASTECER
2019-11-4,República,-23.5436,-46.6434,107698,69,39,38,18,40,13,31,30,NORMAL
2018-6-29,Luz,-23.5365,-46.6332,125391,39,44,7,16,35,21,25,9,REABASTECER
2019-12-18,República,-23.5436,-46.6434,107277,86,65,41,28,43,17,29,17,NORMAL
2018-12-24,Luz,-23.5365,-46.6332,127098,40,65,47,19,36,15,20,5,REABASTECER
2018-6-13,Higienópolis-Mackenzie,-23.5488,-46.6519,93236,13,33,51,31,29,11,20,27,NORMAL
2018-9-10,Higienópolis-Mackenzie,-23.5488,-46.6519,92877,24,20,56,34,30,36,29,15,NORMAL
2019-7-13,República,-23.5436,-46.6434,109524,29,17,55,34,16,41,38,22,NORMAL
2019-7-25,República,-23.5436,-46.6434,109239,86,5,42,4,7,4,27,17,REABASTECER
2019-9-10,República,-23.5436,-46.6434,107084,62,30,65,38,37,19,23,34,NORMAL
2019-9-21,República,-23.5436,-46.6434,108090,41,37,52,37,31,22,21,30,NORMAL
2019-11-28,Brooklin,-23.6263,-46.6878,28874,32,10,36,15,14,43,10,16,NORMAL
2019-3-7,Consolação,-23.5581,-46.6606,114865,65,37,2,43,28,14,32,43,REABASTECER
2019-7-2,Consolação,-23.5581,-46.6606,112976,48,10,44,39,40,25,22,17,NORMAL
2018-5-27,Campo Belo,-23.6188,-46.6823,25659,39,18,40,32,32,8,4,23,REABASTECER
2019-10-28,Consolação,-23.5581,-46.6606,113598,24,21,43,14,28,28,5,40,REABASTECER
2018-12-19,Campo Belo,-23.6188,-46.6823,24361,56,38,65,18,25,12,40,31,NORMAL
2018-6-23,Tamanduateí,-23.5929,-46.5897,50115,24,65,65,14,37,41,9,43,NORMAL
2018-7-23,Tamanduateí,-23.5929,-46.5897,49539,40,65,55,14,38,20,38,6,REABASTECER
2019-12-10,Campo Belo,-23.6188,-46.6823,24052,61,21,50,43,3,4,25,38,NORMAL
2019-4-25,Tamanduateí,-23.5929,-46.5897,51483,15,35,16,4,25,27,17,19,REABASTECER
2018-3-4,Eucaliptos,-23.61,-46.6686,23715,74,65,45,43,4,14,41,43,NORMAL
2019-8-8,Tamanduateí,-23.5929,-46.5897,53267,50,56,56,19,43,30,28,11,NORMAL
2018-10-10,Eucaliptos,-23.61,-46.6686,24684,65,14,37,33,11,19,32,38,NORMAL
2019-10-16,Tamanduateí,-23.5929,-46.5897,52961,86,47,36,20,6,4,27,26,NORMAL
2018-9-21,Eucaliptos,-23.61,-46.6686,23403,9,47,46,9,6,37,32,25,REABASTECER
2018-3-7,Sé,-23.55,-46.6333,193360,20,53,4,11,8,22,43,37,REABASTECER
2018-4-5,Sé,-23.55,-46.6333,194929,16,33,26,5,23,25,19,7,REABASTECER
2019-4-15,Eucaliptos,-23.61,-46.6686,25056,60,52,36,17,27,9,7,37,NORMAL
2019-9-7,Eucaliptos,-23.61,-46.6686,22305,74,53,23,24,36,32,29,38,NORMAL
2018-3-7,Moema,-23.5489,-46.6388,18060,44,65,44,25,34,32,23,31,NORMAL
2019-7-20,Sé,-23.55,-46.6333,193557,30,51,58,15,14,17,5,11,REABASTECER
2018-1-11,Brás,-23.5451,-46.6162,72486,76,11,58,8,4,6,43,5,REABASTECER
2019-11-16,Hospital São Paulo,-23.5984,-46.6455,24516,12,29,24,40,29,28,37,19,REABASTECER
2018-3-19,Brás,-23.5451,-46.6162,73258,79,14,52,10,37,14,29,17,NORMAL
2018-4-15,Brás,-23.5451,-46.6162,70840,86,47,65,4,18,13,43,8,NORMAL
2018-4-23,Brás,-23.5451,-46.6162,73651,4,63,3,27,26,28,14,14,REABASTECER
2018-5-2,Brás,-23.5451,-46.6162,71006,15,10,7,35,33,13,21,16,NORMAL
2019-10-17,Hospital São Paulo,-23.5984,-46.6455,23896,60,65,21,35,19,43,23,20,NORMAL
2018-3-11,Paraíso,-23.57677,-46.63933,70355,86,43,24,39,10,28,13,32,NORMAL
2019-1-28,Brás,-23.5451,-46.6162,73123,74,22,8,23,28,29,10,27,NORMAL
2018-11-3,Paraíso,-23.57677,-46.63933,70267,29,4,11,38,11,15,43,21,NORMAL
2019-9-17,Brás,-23.5451,-46.6162,72136,48,55,56,37,30,42,32,8,NORMAL
2019-12-22,Brás,-23.5451,-46.6162,73414,60,54,29,28,12,20,39,43,NORMAL
2019-12-25,Brás,-23.5451,-46.6162,72855,25,30,11,13,43,13,31,33,NORMAL
2019-9-12,Paraíso,-23.57677,-46.63933,72013,79,45,54,20,16,36,35,22,NORMAL
2019-11-26,Paraíso,-23.57677,-46.63933,73163,20,55,41,40,32,8,31,8,NORMAL
2018-2-25,Brigadeiro,-23.5683,-46.6482,48842,77,1,21,19,9,43,36,11,REABASTECER
2018-10-15,Barra Funda,-23.5542,-46.6707,148439,69,52,11,43,43,27,20,43,NORMAL
2018-10-11,Brigadeiro,-23.5683,-46.6482,48349,33,15,65,28,14,38,24,35,NORMAL
2019-8-19,Barra Funda,-23.5542,-46.6707,148430,86,60,65,43,10,27,30,28,NORMAL
2019-1-11,Brigadeiro,-23.5683,-46.6482,49695,35,65,28,33,11,21,43,36,NORMAL
2019-5-6,Brigadeiro,-23.5683,-46.6482,48130,30,49,2,43,17,6,13,14,NORMAL
2019-5-23,Brigadeiro,-23.5683,-46.6482,46173,40,15,8,33,37,29,30,25,REABASTECER
2019-10-27,Brigadeiro,-23.5683,-46.6482,48747,10,32,65,13,17,34,37,11,REABASTECER
2019-7-19,Brigadeiro,-23.5683,-46.6482,47463,20,14,4,14,22,33,23,12,NORMAL
2019-10-18,Brigadeiro,-23.5683,-46.6482,48626,4,26,56,34,9,14,28,43,REABASTECER
2018-2-13,Trianon-Masp,-23.5634,-46.6544,44453,21,65,33,5,7,33,30,43,REABASTECER
2019-5-21,Barra Funda,-23.5542,-46.6707,148750,37,10,22,14,43,19,43,34,NORMAL
2018-3-28,Tatuapé,-23.5402,-46.5765,67568,86,65,35,31,34,38,22,30,NORMAL
2018-6-10,Tatuapé,-23.5402,-46.5765,70953,17,56,48,43,40,31,36,15,NORMAL
2018-6-18,Tatuapé,-23.5402,-46.5765,70947,17,19,48,20,6,10,9,23,REABASTECER
2018-3-15,Fradique Coutinho,-23.5661,-46.6841,34254,54,47,65,8,43,43,40,15,NORMAL
2018-3-29,Tatuapé,-23.5402,-46.5765,68691,74,59,29,29,32,38,16,24,NORMAL
2018-7-9,Fradique Coutinho,-23.5661,-46.6841,36595,65,34,4,41,11,25,33,43,REABASTECER
2018-7-20,Fradique Coutinho,-23.5661,-46.6841,35194,42,42,65,9,10,35,28,43,NORMAL
2018-11-17,Fradique Coutinho,-23.5661,-46.6841,34970,47,30,37,31,43,15,33,26,NORMAL
2019-1-9,Fradique Coutinho,-23.5661,-46.6841,34058,25,27,65,16,22,43,35,25,NORMAL
2019-6-3,Tatuapé,-23.5402,-46.5765,70099,86,18,16,34,6,43,26,30,NORMAL
2019-3-9,Fradique Coutinho,-23.5661,-46.6841,33975,19,60,36,32,41,40,43,43,NORMAL
2019-10-19,Tatuapé,-23.5402,-46.5765,67521,86,25,65,13,6,28,7,14,REABASTECER
2019-7-8,Fradique Coutinho,-23.5661,-46.6841,35502,60,35,49,31,41,25,37,18,NORMAL
2019-11-2,Tatuapé,-23.5402,-46.5765,68444,48,15,47,12,8,35,43,8,NORMAL
2019-10-9,Tatuapé,-23.5402,-46.5765,68297,20,26,61,9,10,16,43,7,NORMAL
2019-11-26,Fradique Coutinho,-23.5661,-46.6841,33179,3,58,23,41,22,31,23,12,NORMAL
2019-11-1,Tatuapé,-23.5402,-46.5765,67697,56,22,55,18,10,36,6,12,REABASTECER
2018-6-20,República,-23.5436,-46.6434,109750,79,65,37,25,13,10,40,11,NORMAL
2018-7-14,República,-23.5436,-46.6434,107061,86,40,8,4,43,14,16,43,REABASTECER
2018-8-11,República,-23.5436,-46.6434,108815,79,52,9,17,16,11,37,32,REABASTECER
2018-5-13,República,-23.5436,-46.6434,107419,19,10,20,15,26,33,10,30,NORMAL
2018-7-16,República,-23.5436,-46.6434,110934,65,28,56,41,33,6,6,36,NORMAL
2018-11-11,República,-23.5436,-46.6434,110085,86,14,33,37,15,32,40,43,NORMAL
