Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,Status
2019-10-9,Brooklin,-23.6263,-46.6878,28465,86,65,51,6,8,8,29,26,REABASTECER
2019-10-10,Brooklin,-23.6263,-46.6878,28390,76,55,42,43,2,8,23,22,REABASTECER
2019-10-11,Brooklin,-23.6263,-46.6878,26592,66,48,36,43,43,2,21,18,REABASTECER
2019-10-12,Brooklin,-23.6263,-46.6878,27252,53,43,29,37,40,43,16,13,NORMAL
2019-10-13,Brooklin,-23.6263,-46.6878,26721,40,36,25,35,34,40,14,11,NORMAL
2019-10-14,Brooklin,-23.6263,-46.6878,29766,30,31,19,34,29,40,8,9,NORMAL
2019-10-15,Brooklin,-23.6263,-46.6878,28087,17,21,10,30,24,34,5,3,NORMAL
2019-10-16,Brooklin,-23.6263,-46.6878,27416,10,17,0,28,19,31,43,43,REABASTECER
2019-10-17,Brooklin,-23.6263,-46.6878,28565,86,14,65,28,14,26,38,40,NORMAL
2019-10-18,Brooklin,-23.6263,-46.6878,26198,73,6,58,28,9,24,32,38,NORMAL
2019-10-19,Brooklin,-23.6263,-46.6878,26993,64,65,50,27,4,23,27,32,NORMAL
2019-10-20,Brooklin,-23.6263,-46.6878,26556,53,57,45,22,43,18,23,27,NORMAL
2019-10-21,Brooklin,-23.6263,-46.6878,29040,45,50,41,16,40,17,20,25,NORMAL
2019-10-22,Brooklin,-23.6263,-46.6878,27650,32,42,37,15,38,13,16,19,NORMAL
2019-10-23,Brooklin,-23.6263,-46.6878,28599,24,37,31,15,33,10,10,13,NORMAL
2019-10-24,Brooklin,-23.6263,-46.6878,26474,14,31,26,11,28,9,7,11,NORMAL
2019-10-25,Brooklin,-23.6263,-46.6878,27132,5,24,16,6,25,8,5,6,REABASTECER
2019-10-26,Brooklin,-23.6263,-46.6878,26402,86,22,6,43,20,2,43,43,NORMAL
2019-10-27,Brooklin,-23.6263,-46.6878,27022,78,13,65,37,15,43,41,41,NORMAL
2019-10-28,Brooklin,-23.6263,-46.6878,26967,71,10,58,32,10,41,39,39,NORMAL
2019-10-29,Brooklin,-23.6263,-46.6878,26988,64,4,48,30,8,39,34,37,NORMAL
2019-10-30,Brooklin,-23.6263,-46.6878,27810,52,65,41,30,5,35,32,34,REABASTECER
2019-11-1,Brooklin,-23.6263,-46.6878,29655,45,61,32,30,43,32,30,29,NORMAL
2019-11-2,Brooklin,-23.6263,-46.6878,27776,32,56,28,29,39,27,27,26,NORMAL
2019-11-3,Brooklin,-23.6263,-46.6878,29503,21,51,21,29,37,27,25,24,NORMAL
2019-11-4,Brooklin,-23.6263,-46.6878,28162,9,48,16,25,33,27,19,22,NORMAL
2019-11-5,Brooklin,-23.6263,-46.6878,28328,86,39,9,19,28,23,15,18,NORMAL
2019-11-6,Brooklin,-23.6263,-46.6878,29550,75,33,65,19,26,23,13,15,NORMAL
2019-11-7,Brooklin,-23.6263,-46.6878,26268,68,23,55,16,22,19,10,11,NORMAL
2019-11-8,Brooklin,-23.6263,-46.6878,26811,57,15,45,10,19,13,5,5,NORMAL
2019-11-9,Brooklin,-23.6263,-46.6878,28170,48,9,36,10,15,8,43,43,REABASTECER
2019-11-10,Brooklin,-23.6263,-46.6878,28931,39,65,31,9,11,5,41,37,REABASTECER
2019-11-11,Brooklin,-23.6263,-46.6878,28257,26,58,23,9,5,43,38,33,REABASTECER
2019-11-12,Brooklin,-23.6263,-46.6878,29634,18,48,18,3,43,37,34,29,NORMAL
2019-11-13,Brooklin,-23.6263,-46.6878,28390,11,38,13,43,38,36,32,27,REABASTECER
2019-11-14,Brooklin,-23.6263,-46.6878,29237,86,29,5,39,33,33,30,24,REABASTECER
2019-11-15,Brooklin,-23.6263,-46.6878,29641,76,27,65,33,29,33,24,20,NORMAL
2019-11-16,Brooklin,-23.6263,-46.6878,29799,66,21,60,33,26,32,19,15,NORMAL
2019-11-17,Brooklin,-23.6263,-46.6878,28325,56,11,55,32,20,30,17,10,NORMAL
2019-11-18,Brooklin,-23.6263,-46.6878,28241,47,1,47,32,15,28,11,8,REABASTECER
2019-11-19,Brooklin,-23.6263,-46.6878,27186,39,65,38,29,12,27,7,5,NORMAL
2019-11-20,Brooklin,-23.6263,-46.6878,26185,32,55,28,25,8,25,5,43,REABASTECER
2019-11-21,Brooklin,-23.6263,-46.6878,29037,20,45,21,24,5,22,43,41,NORMAL
2019-11-22,Brooklin,-23.6263,-46.6878,29574,11,40,11,24,43,19,39,36,REABASTECER
2019-11-23,Brooklin,-23.6263,-46.6878,28332,86,35,5,23,38,18,37,30,REABASTECER
2019-11-24,Brooklin,-23.6263,-46.6878,28698,79,33,65,21,36,15,32,26,NORMAL
2019-11-25,Brooklin,-23.6263,-46.6878,27242,68,27,57,21,32,11,26,23,NORMAL
2019-11-26,Brooklin,-23.6263,-46.6878,26087,55,23,53,15,26,7,21,20,NORMAL
2019-11-27,Brooklin,-23.6263,-46.6878,29677,45,16,46,15,20,4,15,18,REABASTECER
2019-11-28,Brooklin,-23.6263,-46.6878,28874,32,10,36,15,14,43,10,16,NORMAL
2019-11-29,Brooklin,-23.6263,-46.6878,29862,25,1,31,12,8,41,5,14,REABASTECER
2019-11-30,Brooklin,-23.6263,-46.6878,26856,17,65,21,10,4,37,43,9,NORMAL
2019-12-1,Brooklin,-23.6263,-46.6878,26706,8,63,16,6,43,36,40,3,REABASTECER
2019-12-2,Brooklin,-23.6263,-46.6878,26384,86,56,9,43,40,34,34,43,REABASTECER
2019-12-3,Brooklin,-23.6263,-46.6878,27251,79,54,65,42,34,28,31,41,NORMAL
2019-12-4,Brooklin,-23.6263,-46.6878,29412,69,49,57,36,29,28,28,38,NORMAL
2019-12-5,Brooklin,-23.6263,-46.6878,26222,58,40,49,30,26,27,24,32,NORMAL
2019-12-6,Brooklin,-23.6263,-46.6878,29119,47,37,44,25,24,24,21,30,NORMAL
2019-12-7,Brooklin,-23.6263,-46.6878,27298,39,28,40,21,21,22,18,26,NORMAL
2019-12-8,Brooklin,-23.6263,-46.6878,28378,26,21,30,15,17,17,13,22,NORMAL
2019-12-9,Brooklin,-23.6263,-46.6878,27972,16,13,23,14,13,12,8,16,NORMAL
2019-12-10,Brooklin,-23.6263,-46.6878,28977,9,5,13,13,10,11,2,13,NORMAL
2019-12-11,Brooklin,-23.6263,-46.6878,28405,86,65,8,7,6,9,43,9,REABASTECER
2019-12-12,Brooklin,-23.6263,-46.6878,26655,79,63,65,5,43,6,40,5,NORMAL
2019-12-13,Brooklin,-23.6263,-46.6878,26228,72,56,55,43,38,43,36,43,NORMAL
2019-12-14,Brooklin,-23.6263,-46.6878,28542,64,54,48,37,36,39,30,40,NORMAL
2019-12-15,Brooklin,-23.6263,-46.6878,27941,52,49,38,32,30,37,26,35,NORMAL
2019-12-16,Brooklin,-23.6263,-46.6878,29476,41,47,30,28,28,33,22,32,NORMAL
2019-12-17,Brooklin,-23.6263,-46.6878,27285,32,39,26,24,24,29,17,27,NORMAL
2019-12-18,Brooklin,-23.6263,-46.6878,27127,20,33,19,18,21,24,14,25,NORMAL
2019-12-19,Brooklin,-23.6263,-46.6878,29857,12,27,12,15,16,19,8,23,REABASTECER
2019-12-20,Brooklin,-23.6263,-46.6878,27028,86,21,5,15,12,13,4,19,REABASTECER
2019-12-21,Brooklin,-23.6263,-46.6878,28526,75,15,65,14,9,12,43,15,NORMAL
2019-12-22,Brooklin,-23.6263,-46.6878,26156,65,12,60,13,6,10,37,12,REABASTECER
2019-12-23,Brooklin,-23.6263,-46.6878,29832,56,3,56,8,43,9,35,7,REABASTECER
2019-12-24,Brooklin,-23.6263,-46.6878,29995,44,65,51,7,38,4,29,5,NORMAL
2019-12-25,Brooklin,-23.6263,-46.6878,27887,31,56,41,1,32,43,25,43,REABASTECER
2019-12-26,Brooklin,-23.6263,-46.6878,28026,21,46,33,43,30,43,19,40,NORMAL
2019-12-27,Brooklin,-23.6263,-46.6878,26637,12,41,25,40,26,38,15,34,REABASTECER
2019-12-28,Brooklin,-23.6263,-46.6878,29603,86,36,19,35,22,38,9,28,NORMAL
2019-12-29,Brooklin,-23.6263,-46.6878,29153,75,29,9,33,17,32,4,24,REABASTECER
2019-12-30,Brooklin,-23.6263,-46.6878,26252,62,26,65,29,14,29,43,18,NORMAL
2018-1-1,Campo Belo,-23.6188,-46.6823,26324,86,65,65,43,43,43,43,43,NORMAL
2018-1-2,Campo Belo,-23.6188,-46.6823,23367,78,59,61,38,38,39,39,39,NORMAL
2018-1-3,Campo Belo,-23.6188,-46.6823,26738,66,49,55,36,33,37,35,37,NORMAL
2018-1-4,Campo Belo,-23.6188,-46.6823,25507,54,39,47,34,28,36,33,35,NORMAL
2018-1-5,Campo Belo,-23.6188,-46.6823,24596,41,36,42,29,26,31,28,32,NORMAL
2018-1-6,Campo Belo,-23.6188,-46.6823,24413,31,30,35,23,20,25,25,26,NORMAL
2018-1-7,Campo Belo,-23.6188,-46.6823,23333,19,23,25,18,18,23,23,23,NORMAL
2018-1-8,Campo Belo,-23.6188,-46.6823,26916,9,13,18,18,13,22,21,21,REABASTECER
2018-1-9,Campo Belo,-23.6188,-46.6823,24280,86,8,10,13,9,22,18,16,REABASTECER
2018-1-10,Campo Belo,-23.6188,-46.6823,26743,76,65,5,7,3,22,12,13,REABASTECER
2018-1-11,Campo Belo,-23.6188,-46.6823,24937,67,61,65,2,43,19,8,10,NORMAL
2018-1-12,Campo Belo,-23.6188,-46.6823,25831,59,58,60,43,37,13,2,5,NORMAL
2018-1-13,Campo Belo,-23.6188,-46.6823,24676,46,49,56,43,35,13,43,43,NORMAL
2018-1-14,Campo Belo,-23.6188,-46.6823,24079,38,46,51,38,33,13,39,37,NORMAL
2018-1-15,Campo Belo,-23.6188,-46.6823,25330,30,42,46,36,29,12,37,31,NORMAL
2018-1-16,Campo Belo,-23.6188,-46.6823,25753,23,35,38,36,25,8,33,28,NORMAL
2018-1-17,Campo Belo,-23.6188,-46.6823,26362,10,28,31,35,19,8,27,24,NORMAL
2018-1-18,Campo Belo,-23.6188,-46.6823,25358,86,24,27,29,16,5,23,21,NORMAL
2018-1-19,Campo Belo,-23.6188,-46.6823,23087,76,22,22,25,11,43,21,17,NORMAL
2018-1-20,Campo Belo,-23.6188,-46.6823,23894,65,19,15,20,8,38,17,12,NORMAL
2018-1-21,Campo Belo,-23.6188,-46.6823,24063,58,12,7,19,6,34,11,10,REABASTECER
2018-1-22,Campo Belo,-23.6188,-46.6823,23991,46,4,65,19,43,30,5,6,NORMAL
2018-1-23,Campo Belo,-23.6188,-46.6823,24821,39,65,57,15,40,29,43,43,NORMAL
2018-1-24,Campo Belo,-23.6188,-46.6823,26115,27,57,53,13,38,29,38,38,NORMAL
2018-1-25,Campo Belo,-23.6188,-46.6823,25596,14,47,44,12,35,29,32,36,NORMAL
2018-1-26,Campo Belo,-23.6188,-46.6823,24951,4,44,40,10,33,24,29,30,REABASTECER
2018-1-27,Campo Belo,-23.6188,-46.6823,23420,86,42,32,8,31,18,23,28,NORMAL
2018-1-28,Campo Belo,-23.6188,-46.6823,24166,77,40,24,6,25,14,17,24,NORMAL
2018-1-29,Campo Belo,-23.6188,-46.6823,24083,64,36,17,43,21,14,15,19,NORMAL
2018-1-30,Campo Belo,-23.6188,-46.6823,26187,53,33,10,40,16,10,9,15,NORMAL
2018-2-1,Campo Belo,-23.6188,-46.6823,25268,46,25,3,38,12,5,4,12,NORMAL
2018-2-2,Campo Belo,-23.6188,-46.6823,24847,34,22,65,36,10,43,43,10,NORMAL
2018-2-3,Campo Belo,-23.6188,-46.6823,23720,25,19,56,33,7,42,40,5,REABASTECER
2018-2-4,Campo Belo,-23.6188,-46.6823,24039,18,15,51,31,1,40,34,43,NORMAL
2018-2-5,Campo Belo,-23.6188,-46.6823,25945,9,12,47,28,43,37,32,41,NORMAL
2018-2-6,Campo Belo,-23.6188,-46.6823,24203,86,10,41,23,41,34,28,35,NORMAL
2018-2-7,Campo Belo,-23.6188,-46.6823,23543,73,5,34,22,39,28,22,30,REABASTECER
2018-2-8,Campo Belo,-23.6188,-46.6823,26117,65,65,30,19,36,25,19,28,NORMAL
2018-2-9,Campo Belo,-23.6188,-46.6823,26770,53,56,23,13,32,25,13,23,NORMAL
2018-2-10,Campo Belo,-23.6188,-46.6823,25824,44,50,13,10,30,23,8,18,NORMAL
2018-2-11,Campo Belo,-23.6188,-46.6823,24824,33,46,4,9,25,17,2,15,REABASTECER
2018-2-12,Campo Belo,-23.6188,-46.6823,26356,22,42,65,3,19,17,43,11,NORMAL
2018-2-13,Campo Belo,-23.6188,-46.6823,24680,11,37,59,43,15,15,41,8,REABASTECER
2018-2-14,Campo Belo,-23.6188,-46.6823,24177,86,28,52,38,11,11,38,3,REABASTECER
2018-2-15,Campo Belo,-23.6188,-46.6823,25577,76,21,48,36,8,11,35,43,NORMAL
2018-2-16,Campo Belo,-23.6188,-46.6823,24963,64,15,42,35,6,5,30,39,NORMAL
2018-2-17,Campo Belo,-23.6188,-46.6823,24021,53,8,38,29,43,43,24,37,NORMAL
2018-2-18,Campo Belo,-23.6188,-46.6823,24379,42,65,34,28,41,40,19,33,NORMAL
2018-2-19,Campo Belo,-23.6188,-46.6823,24151,35,60,26,26,38,34,13,29,NORMAL
2018-2-20,Campo Belo,-23.6188,-46.6823,25420,23,53,20,22,34,34,10,24,NORMAL
2018-2-21,Campo Belo,-23.6188,-46.6823,24106,16,51,15,16,28,31,6,22,NORMAL
2018-2-22,Campo Belo,-23.6188,-46.6823,23130,8,49,7,13,25,25,43,17,NORMAL
2018-2-23,Campo Belo,-23.6188,-46.6823,23132,86,46,65,8,19,23,39,15,NORMAL
2018-2-24,Campo Belo,-23.6188,-46.6823,26325,74,42,56,7,15,20,34,11,NORMAL
2018-2-25,Campo Belo,-23.6188,-46.6823,23823,66,36,51,6,11,15,32,8,NORMAL
2018-2-26,Campo Belo,-23.6188,-46.6823,25677,58,32,42,43,8,10,29,5,REABASTECER
2018-2-27,Campo Belo,-23.6188,-46.6823,25731,48,25,33,43,6,8,23,43,REABASTECER
2018-2-28,Campo Belo,-23.6188,-46.6823,25895,40,17,28,41,43,4,17,40,REABASTECER
2018-2-29,Campo Belo,-23.6188,-46.6823,25009,27,12,20,35,37,43,13,37,NORMAL
2018-2-30,Campo Belo,-23.6188,-46.6823,25179,18,2,13,33,35,37,10,32,REABASTECER
2018-3-1,Campo Belo,-23.6188,-46.6823,24800,6,65,9,33,30,34,4,28,NORMAL
2018-3-2,Campo Belo,-23.6188,-46.6823,24104,86,55,65,32,25,30,43,26,NORMAL
2018-3-3,Campo Belo,-23.6188,-46.6823,25648,73,51,55,28,22,29,39,21,NORMAL
2018-3-4,Campo Belo,-23.6188,-46.6823,23911,62,44,45,24,17,27,34,19,NORMAL
2018-3-5,Campo Belo,-23.6188,-46.6823,23515,51,36,39,20,12,23,30,17,NORMAL
2018-3-6,Campo Belo,-23.6188,-46.6823,25314,41,26,29,16,6,21,26,11,NORMAL
2018-3-7,Campo Belo,-23.6188,-46.6823,23378,30,22,19,14,43,17,23,8,NORMAL
2018-3-8,Campo Belo,-23.6188,-46.6823,26577,17,15,11,13,41,16,17,2,NORMAL
2018-3-9,Campo Belo,-23.6188,-46.6823,24848,7,11,2,13,39,16,14,43,NORMAL
2018-3-10,Campo Belo,-23.6188,-46.6823,24189,86,7,65,12,33,15,12,39,REABASTECER
2018-3-11,Campo Belo,-23.6188,-46.6823,26829,74,65,58,12,28,11,7,34,NORMAL
2018-3-12,Campo Belo,-23.6188,-46.6823,25850,62,56,50,7,26,9,4,30,NORMAL
2018-3-13,Campo Belo,-23.6188,-46.6823,23993,55,46,45,5,24,7,43,26,REABASTECER
2018-3-14,Campo Belo,-23.6188,-46.6823,24851,47,40,39,43,20,5,37,22,REABASTECER
2018-3-15,Campo Belo,-23.6188,-46.6823,24602,38,30,30,37,16,43,31,17,NORMAL
2018-3-16,Campo Belo,-23.6188,-46.6823,24129,28,20,20,34,12,42,29,11,NORMAL
2018-3-17,Campo Belo,-23.6188,-46.6823,24908,21,13,14,34,8,38,26,8,NORMAL
2018-3-18,Campo Belo,-23.6188,-46.6823,26966,11,7,5,30,2,38,20,6,NORMAL
2018-3-19,Campo Belo,-23.6188,-46.6823,25137,86,65,65,26,43,32,14,43,NORMAL
2018-3-20,Campo Belo,-23.6188,-46.6823,26273,73,57,56,24,39,29,10,40,NORMAL
2018-3-21,Campo Belo,-23.6188,-46.6823,26297,64,52,50,19,33,28,7,34,NORMAL
2018-3-22,Campo Belo,-23.6188,-46.6823,23293,57,42,46,18,28,24,1,30,REABASTECER
2018-3-23,Campo Belo,-23.6188,-46.6823,24996,50,36,39,17,26,21,43,25,NORMAL
2018-3-24,Campo Belo,-23.6188,-46.6823,25441,39,27,35,13,23,19,40,20,NORMAL
2018-3-25,Campo Belo,-23.6188,-46.6823,25420,30,20,25,10,18,19,35,14,NORMAL
2018-3-26,Campo Belo,-23.6188,-46.6823,24661,23,16,18,7,16,18,30,10,NORMAL
2018-3-27,Campo Belo,-23.6188,-46.6823,24832,15,8,13,3,10,17,24,5,REABASTECER
2018-3-28,Campo Belo,-23.6188,-46.6823,24523,2,65,6,43,7,16,19,43,REABASTECER
2018-3-29,Campo Belo,-23.6188,-46.6823,24161,86,57,65,40,2,14,17,41,REABASTECER
2018-3-30,Campo Belo,-23.6188,-46.6823,24861,78,54,55,38,43,12,15,38,NORMAL
2018-4-1,Campo Belo,-23.6188,-46.6823,24779,65,51,46,37,40,7,13,36,NORMAL
2018-4-2,Campo Belo,-23.6188,-46.6823,26565,54,45,38,35,36,6,7,34,REABASTECER
2018-4-3,Campo Belo,-23.6188,-46.6823,26769,43,39,29,32,31,43,2,28,NORMAL
2018-4-4,Campo Belo,-23.6188,-46.6823,26195,34,32,20,27,27,38,43,26,NORMAL
2018-4-5,Campo Belo,-23.6188,-46.6823,23365,21,30,11,21,24,34,40,24,NORMAL
2018-4-6,Campo Belo,-23.6188,-46.6823,23964,14,20,5,16,18,30,36,22,NORMAL
2018-4-7,Campo Belo,-23.6188,-46.6823,24918,7,15,65,13,13,27,30,18,REABASTECER
2018-4-8,Campo Belo,-23.6188,-46.6823,26816,86,7,57,8,11,24,25,15,REABASTECER
2018-4-9,Campo Belo,-23.6188,-46.6823,26289,77,65,52,2,8,19,22,9,NORMAL
2018-4-10,Campo Belo,-23.6188,-46.6823,24991,64,60,47,43,2,14,17,4,REABASTECER
2018-4-11,Campo Belo,-23.6188,-46.6823,23172,56,58,39,40,43,14,12,43,NORMAL
2018-4-12,Campo Belo,-23.6188,-46.6823,24872,43,55,30,35,40,14,10,40,NORMAL
2018-4-13,Campo Belo,-23.6188,-46.6823,23349,31,45,25,34,37,12,4,38,REABASTECER
2018-4-14,Campo Belo,-23.6188,-46.6823,24520,23,42,15,33,35,10,43,36,NORMAL
2018-4-15,Campo Belo,-23.6188,-46.6823,24558,13,32,5,29,32,10,40,31,NORMAL
2018-4-16,Campo Belo,-23.6188,-46.6823,24253,6,22,65,25,26,8,37,27,REABASTECER
2018-4-17,Campo Belo,-23.6188,-46.6823,24663,86,12,55,25,24,5,33,25,REABASTECER
2018-4-18,Campo Belo,-23.6188,-46.6823,24620,76,10,47,22,18,43,31,22,NORMAL
2018-4-19,Campo Belo,-23.6188,-46.6823,24887,63,2,40,18,15,42,29,16,REABASTECER
2018-4-20,Campo Belo,-23.6188,-46.6823,26188,51,65,35,17,10,42,26,12,NORMAL
2018-4-21,Campo Belo,-23.6188,-46.6823,24748,44,55,28,14,4,42,21,6,NORMAL
2018-4-22,Campo Belo,-23.6188,-46.6823,23524,34,52,19,9,43,39,18,43,NORMAL
2018-4-23,Campo Belo,-23.6188,-46.6823,26237,21,47,9,5,40,39,14,39,REABASTECER
2018-4-24,Campo Belo,-23.6188,-46.6823,25138,9,42,65,43,37,33,8,36,NORMAL
2018-4-25,Campo Belo,-23.6188,-46.6823,24951,86,33,59,37,32,33,3,31,REABASTECER
2018-4-26,Campo Belo,-23.6188,-46.6823,25504,73,27,54,31,29,28,43,28,NORMAL
2018-4-27,Campo Belo,-23.6188,-46.6823,26533,62,20,48,30,25,23,38,25,NORMAL
2018-4-28,Campo Belo,-23.6188,-46.6823,24349,52,10,40,26,21,21,35,20,NORMAL
2018-4-29,Campo Belo,-23.6188,-46.6823,24880,40,6,31,21,19,17,31,16,REABASTECER
2018-4-30,Campo Belo,-23.6188,-46.6823,24122,28,65,25,21,17,12,28,12,NORMAL
2018-5-1,Campo Belo,-23.6188,-46.6823,26588,18,59,21,18,11,6,25,6,REABASTECER
2018-5-2,Campo Belo,-23.6188,-46.6823,25409,9,49,12,18,5,43,19,43,NORMAL
2018-5-3,Campo Belo,-23.6188,-46.6823,24554,86,40,6,12,43,41,16,40,REABASTECER
2018-5-4,Campo Belo,-23.6188,-46.6823,24641,77,33,65,7,40,35,11,35,NORMAL
2018-5-5,Campo Belo,-23.6188,-46.6823,26911,70,27,55,5,34,29,6,31,NORMAL
2018-5-6,Campo Belo,-23.6188,-46.6823,26757,58,21,50,43,30,29,43,28,NORMAL
2018-5-7,Campo Belo,-23.6188,-46.6823,23733,49,14,40,40,28,27,40,22,NORMAL
2018-5-8,Campo Belo,-23.6188,-46.6823,26539,36,10,31,40,23,24,38,17,NORMAL
2018-5-9,Campo Belo,-23.6188,-46.6823,24663,26,6,25,40,20,20,32,14,NORMAL
2018-5-10,Campo Belo,-23.6188,-46.6823,25253,15,65,15,36,14,16,28,9,NORMAL
2018-5-11,Campo Belo,-23.6188,-46.6823,25780,8,55,6,35,11,10,26,7,REABASTECER
2018-5-12,Campo Belo,-23.6188,-46.6823,25996,86,51,65,31,7,10,20,2,NORMAL
2018-5-13,Campo Belo,-23.6188,-46.6823,24759,75,41,57,29,3,4,17,43,NORMAL
2018-5-14,Campo Belo,-23.6188,-46.6823,26381,67,39,53,26,43,43,13,38,NORMAL
2018-5-15,Campo Belo,-23.6188,-46.6823,24442,60,35,45,21,38,39,10,33,NORMAL
2018-5-16,Campo Belo,-23.6188,-46.6823,23411,50,27,41,17,35,39,7,27,NORMAL
2018-5-17,Campo Belo,-23.6188,-46.6823,23558,43,19,33,14,31,39,4,22,REABASTECER
2018-5-18,Campo Belo,-23.6188,-46.6823,23493,36,12,29,11,25,39,43,19,NORMAL
2018-5-19,Campo Belo,-23.6188,-46.6823,25753,25,8,20,9,19,35,41,17,REABASTECER
2018-5-20,Campo Belo,-23.6188,-46.6823,24666,15,65,15,8,17,35,38,13,NORMAL
2018-5-21,Campo Belo,-23.6188,-46.6823,26541,2,63,10,2,12,30,36,7,REABASTECER
2018-5-22,Campo Belo,-23.6188,-46.6823,25262,86,53,4,43,6,24,30,4,REABASTECER
2018-5-23,Campo Belo,-23.6188,-46.6823,25729,78,49,65,40,43,21,27,43,NORMAL
2018-5-24,Campo Belo,-23.6188,-46.6823,27014,71,41,56,39,40,17,22,38,NORMAL
2018-5-25,Campo Belo,-23.6188,-46.6823,26525,63,31,48,37,37,16,16,34,NORMAL
2018-5-26,Campo Belo,-23.6188,-46.6823,26081,52,23,44,36,34,11,10,29,NORMAL
2018-5-27,Campo Belo,-23.6188,-46.6823,25659,39,18,40,32,32,8,4,23,REABASTECER
2018-5-28,Campo Belo,-23.6188,-46.6823,23501,31,8,30,26,28,3,43,19,REABASTECER
2018-5-29,Campo Belo,-23.6188,-46.6823,23524,22,65,23,26,25,43,41,17,NORMAL
2018-5-30,Campo Belo,-23.6188,-46.6823,25258,10,60,16,26,21,38,35,14,NORMAL
2018-6-1,Campo Belo,-23.6188,-46.6823,25670,86,51,8,22,19,36,33,9,NORMAL
2018-6-2,Campo Belo,-23.6188,-46.6823,25168,76,45,65,22,17,31,27,5,NORMAL
2018-6-3,Campo Belo,-23.6188,-46.6823,24203,67,38,59,22,12,26,25,43,NORMAL
2018-6-4,Campo Belo,-23.6188,-46.6823,25699,57,29,53,16,6,26,19,41,REABASTECER
2018-6-5,Campo Belo,-23.6188,-46.6823,23152,47,27,43,14,43,23,16,37,NORMAL
2018-6-6,Campo Belo,-23.6188,-46.6823,25210,37,25,33,14,40,19,10,33,NORMAL
2018-6-7,Campo Belo,-23.6188,-46.6823,25269,25,19,25,8,34,15,7,27,NORMAL
2018-6-8,Campo Belo,-23.6188,-46.6823,25866,16,15,21,5,29,15,1,24,REABASTECER
2018-6-9,Campo Belo,-23.6188,-46.6823,26202,9,11,16,43,24,13,43,22,NORMAL
2018-6-10,Campo Belo,-23.6188,-46.6823,23265,86,2,10,41,19,7,40,17,NORMAL
2018-6-11,Campo Belo,-23.6188,-46.6823,26995,74,65,6,36,17,3,37,15,NORMAL
2018-6-12,Campo Belo,-23.6188,-46.6823,24998,62,61,65,31,11,43,34,10,NORMAL
2018-6-13,Campo Belo,-23.6188,-46.6823,25412,55,52,57,25,5,40,32,5,REABASTECER
2018-6-14,Campo Belo,-23.6188,-46.6823,25560,43,50,49,21,43,39,30,43,NORMAL
2018-6-15,Campo Belo,-23.6188,-46.6823,26877,34,40,39,19,39,35,28,39,NORMAL
2018-6-16,Campo Belo,-23.6188,-46.6823,26504,21,30,34,17,34,33,22,36,NORMAL
2018-6-17,Campo Belo,-23.6188,-46.6823,26080,8,20,24,14,29,30,20,32,NORMAL
2018-6-18,Campo Belo,-23.6188,-46.6823,26117,86,17,16,10,25,27,16,30,NORMAL
2018-6-19,Campo Belo,-23.6188,-46.6823,26579,73,8,11,4,21,22,12,26,REABASTECER
2018-6-20,Campo Belo,-23.6188,-46.6823,26813,63,65,5,43,18,18,8,22,REABASTECER
2018-6-21,Campo Belo,-23.6188,-46.6823,23634,53,58,65,37,16,18,4,17,REABASTECER
2018-6-22,Campo Belo,-23.6188,-46.6823,23671,41,50,55,36,14,13,43,15,NORMAL
2018-6-23,Campo Belo,-23.6188,-46.6823,26987,30,46,46,35,10,7,38,10,NORMAL
2018-6-24,Campo Belo,-23.6188,-46.6823,23150,21,43,42,35,5,2,34,8,NORMAL
2018-6-25,Campo Belo,-23.6188,-46.6823,26943,13,35,32,34,43,43,29,3,NORMAL
2018-6-26,Campo Belo,-23.6188,-46.6823,23496,4,26,27,31,39,40,26,43,REABASTECER
2018-6-27,Campo Belo,-23.6188,-46.6823,26136,86,24,21,31,34,38,21,38,NORMAL
2018-6-28,Campo Belo,-23.6188,-46.6823,23027,76,19,17,30,31,38,16,35,NORMAL
2018-6-29,Campo Belo,-23.6188,-46.6823,26097,67,15,11,26,28,33,14,29,NORMAL
2018-6-30,Campo Belo,-23.6188,-46.6823,26388,59,13,2,22,24,33,12,27,REABASTECER
2018-7-1,Campo Belo,-23.6188,-46.6823,25283,51,9,65,21,21,31,9,23,NORMAL
2018-7-2,Campo Belo,-23.6188,-46.6823,26989,41,65,60,19,17,31,7,21,NORMAL
2018-7-3,Campo Belo,-23.6188,-46.6823,25864,28,55,54,16,15,26,5,18,NORMAL
2018-7-4,Campo Belo,-23.6188,-46.6823,26256,18,53,44,15,12,22,43,16,NORMAL
2018-7-5,Campo Belo,-23.6188,-46.6823,24877,10,49,38,12,7,16,37,11,REABASTECER
2018-7-6,Campo Belo,-23.6188,-46.6823,23643,86,39,32,12,5,11,34,5,REABASTECER
2018-7-7,Campo Belo,-23.6188,-46.6823,23750,73,29,24,6,43,8,30,43,NORMAL
2018-7-8,Campo Belo,-23.6188,-46.6823,25779,63,20,20,43,39,7,27,40,NORMAL
2018-7-9,Campo Belo,-23.6188,-46.6823,23180,53,16,14,42,37,4,23,37,REABASTECER
2018-7-10,Campo Belo,-23.6188,-46.6823,23790,41,14,10,38,34,43,21,35,NORMAL
2018-7-11,Campo Belo,-23.6188,-46.6823,23589,34,11,1,37,31,43,17,30,REABASTECER
